cluster,LogID,ConcatenatedLog
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_412,Load Image C:\Windows\System32\ntdll.dll SUCCESS C:\svchost.exe  /c echo T1105
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_413,CreateFile C:\Windows\Prefetch\SVCHOST.EXE-954EB058.pf NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_414,RegOpenKey HKLM\System\CurrentControlSet\Control\Session Manager REPARSE C:\svchost.exe  /c echo T1105
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_415,RegOpenKey HKLM\System\CurrentControlSet\Control\Session Manager SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_416,RegQueryValue HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_417,RegCloseKey HKLM\System\CurrentControlSet\Control\Session Manager SUCCESS C:\svchost.exe  /c echo T1105
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_418,RegOpenKey HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options SUCCESS C:\svchost.exe  /c echo T1105
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_419,RegOpenKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_420,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\UseFilter NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_421,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\DisableHeapLookaside NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_422,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\FrontEndHeapDebugOptions NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_423,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\ShutdownFlags NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_424,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\UnloadEventTraceDepth NAME NOT FOUND C:\svchost.exe  /c echo T1105
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_425,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\MaxLoaderThreads NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_426,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\UseImpersonatedDeviceMap NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_427,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\TracingFlags NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_428,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\RaiseExceptionOnPossibleDeadlock NAME NOT FOUND C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_429,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\CFGOptions NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_430,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\MinimumStackCommitInBytes SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_431,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\BreakOnInitializeProcessFailure NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_432,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\KeepActivationContextsAlive NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_433,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\TrackActivationContextReleases NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_434,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\MaxDeadActivationContexts NAME NOT FOUND C:\svchost.exe  /c echo T1105
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_435,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\GlobalFlag NAME NOT FOUND C:\svchost.exe  /c echo T1105
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_436,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\GlobalFlag2 NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_437,RegOpenKey HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap REPARSE C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_438,RegOpenKey HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_439,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\CWDIllegalInDLLSearch NAME NOT FOUND C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_440,RegOpenKey HKLM\SYSTEM\CurrentControlSet\Control\Session Manager REPARSE C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_441,RegOpenKey HKLM\System\CurrentControlSet\Control\Session Manager SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_442,RegQueryValue HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies NAME NOT FOUND C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_443,RegCloseKey HKLM\System\CurrentControlSet\Control\Session Manager SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_444,RegOpenKey HKLM\SYSTEM\CurrentControlSet\Control\Session Manager REPARSE C:\svchost.exe  /c echo T1105
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_445,RegOpenKey HKLM\System\CurrentControlSet\Control\Session Manager SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_446,RegQueryValue HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies NAME NOT FOUND C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_447,RegCloseKey HKLM\System\CurrentControlSet\Control\Session Manager SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_448,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\DebugProcessHeapOnly NAME NOT FOUND C:\svchost.exe  /c echo T1105
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_449,CreateFile C:\Windows\System32 SUCCESS C:\svchost.exe  /c echo T1105
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_450,Load Image C:\Windows\System32\kernel32.dll SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_451,Load Image C:\Windows\System32\KernelBase.dll SUCCESS C:\svchost.exe  /c echo T1105
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_452,RegOpenKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe SUCCESS C:\svchost.exe  /c echo T1105
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_453,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\UseFilter NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_454,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\SearchPathMode NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_455,RegCloseKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_456,RegOpenKey HKLM\System\CurrentControlSet\Control\SafeBoot\Option REPARSE C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_457,RegOpenKey HKLM\System\CurrentControlSet\Control\SafeBoot\Option NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_458,RegOpenKey HKLM\System\CurrentControlSet\Control\Srp\GP\DLL REPARSE C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_459,RegOpenKey HKLM\System\CurrentControlSet\Control\Srp\GP\DLL NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_460,RegOpenKey HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_461,RegQueryValue HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_462,RegCloseKey HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_463,RegOpenKey HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_464,RegOpenKey HKLM\System\CurrentControlSet\Control\FileSystem\ REPARSE C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_465,RegOpenKey HKLM\System\CurrentControlSet\Control\FileSystem SUCCESS C:\svchost.exe  /c echo T1105
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_466,RegQueryValue HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled SUCCESS C:\svchost.exe  /c echo T1105
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_467,RegCloseKey HKLM\System\CurrentControlSet\Control\FileSystem SUCCESS C:\svchost.exe  /c echo T1105
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_468,Load Image C:\Windows\System32\msvcrt.dll SUCCESS C:\svchost.exe  /c echo T1105
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_469,Thread Create SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_470,Load Image C:\Windows\System32\combase.dll SUCCESS C:\svchost.exe  /c echo T1105
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_471,Load Image C:\Windows\System32\ucrtbase.dll SUCCESS C:\svchost.exe  /c echo T1105
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_472,Load Image C:\Windows\System32\rpcrt4.dll SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_473,RegOpenKey HKLM\SYSTEM\CurrentControlSet\Control\Session Manager REPARSE C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_474,RegOpenKey HKLM\System\CurrentControlSet\Control\Session Manager SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_475,RegQueryValue HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_476,RegCloseKey HKLM\System\CurrentControlSet\Control\Session Manager SUCCESS C:\svchost.exe  /c echo T1105
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_477,QueryDeviceInformationVolume \\localhost\c$\T1105.txt SUCCESS C:\svchost.exe  /c echo T1105
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_478,ReadFile C:\Windows\System32\drivers\rdbss.sys SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_479,Thread Create SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_480,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions REPARSE C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_481,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_482,RegQueryValue HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default) SUCCESS C:\svchost.exe  /c echo T1105
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_483,RegQueryValue HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx SUCCESS C:\svchost.exe  /c echo T1105
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_484,QueryDeviceInformationVolume \\localhost\c$\T1105.txt SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_485,RegOpenKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_486,RegQueryKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_487,RegOpenKey HKLM\SOFTWARE\Microsoft\OLE SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_488,RegQueryValue HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorUseSystemHeap NAME NOT FOUND C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_489,RegCloseKey HKLM\SOFTWARE\Microsoft\Ole SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_490,RegQueryKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_491,RegOpenKey HKLM\SOFTWARE\Microsoft\OLE SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_492,RegQueryValue HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorSystemHeapIsPrivate NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_493,RegCloseKey HKLM\SOFTWARE\Microsoft\Ole SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_494,RegQueryKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_495,RegOpenKey HKLM\SOFTWARE\Microsoft\OLE SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_496,RegQueryValue HKLM\SOFTWARE\Microsoft\Ole\AggressiveMTATesting NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_497,RegCloseKey HKLM\SOFTWARE\Microsoft\Ole SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_498,RegQueryKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_499,RegOpenKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_500,RegSetInfoKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_501,RegQueryKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_502,RegOpenKey HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_503,RegOpenKey HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\Packages NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_504,RegQueryKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_505,RegOpenKey HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_506,RegQueryKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_507,RegOpenKey HKLM\Software\Microsoft\Ole SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_508,RegQueryKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_509,RegOpenKey HKLM\Software\Microsoft\OLE\Tracing NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_510,RegCloseKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe SUCCESS C:\svchost.exe  /c echo T1105
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_511,QueryNameInformationFile C:\svchost.exe SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_512,RegOpenKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_513,RegOpenKey HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_514,RegCloseKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_515,RegOpenKey HKLM\Software\Policies\Microsoft\MUI\Settings NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_516,RegOpenKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_517,RegOpenKey HKCU\Software\Policies\Microsoft\Control Panel\Desktop NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_518,RegOpenKey HKCU\Control Panel\Desktop\LanguageConfiguration NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_519,RegCloseKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_520,RegOpenKey HKLM\Software\Policies\Microsoft\MUI\Settings NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_521,RegOpenKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_522,RegOpenKey HKCU\Software\Policies\Microsoft\Control Panel\Desktop NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_523,RegOpenKey HKCU\Control Panel\Desktop SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_524,RegQueryValue HKCU\Control Panel\Desktop\PreferredUILanguages NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_525,RegCloseKey HKCU\Control Panel\Desktop SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_526,RegCloseKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_527,RegOpenKey HKLM\Software\Policies\Microsoft\MUI\Settings NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_528,RegOpenKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_529,RegOpenKey HKCU\Control Panel\Desktop\MuiCached SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_530,RegQueryValue HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages BUFFER OVERFLOW C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_531,RegQueryValue HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_532,RegCloseKey HKCU\Control Panel\Desktop\MuiCached SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_533,RegCloseKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_534,RegOpenKey HKLM\Software\Policies\Microsoft\MUI\Settings NAME NOT FOUND C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_535,RegOpenKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_536,RegOpenKey HKCU\Software\Policies\Microsoft\Control Panel\Desktop NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_537,RegOpenKey HKCU\Control Panel\Desktop SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_538,RegQueryValue HKCU\Control Panel\Desktop\PreferredUILanguages NAME NOT FOUND C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_539,RegCloseKey HKCU\Control Panel\Desktop SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_540,RegCloseKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_541,RegOpenKey HKLM\Software\Policies\Microsoft\MUI\Settings NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_542,RegOpenKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_543,RegOpenKey HKCU\Software\Policies\Microsoft\Control Panel\Desktop NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_544,RegOpenKey HKCU\Control Panel\Desktop\LanguageConfiguration NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_545,RegCloseKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_546,RegOpenKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_547,RegQueryKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_548,RegOpenKey HKCU\Software\Policies\Microsoft\Windows\System NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_549,RegQueryKey HKLM SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_550,RegOpenKey HKLM\Software\Microsoft\Command Processor SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_551,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\DisableUNCCheck NAME NOT FOUND C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_552,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\EnableExtensions SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_553,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\DelayedExpansion NAME NOT FOUND C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_554,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\DefaultColor SUCCESS C:\svchost.exe  /c echo T1105
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_555,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\CompletionChar SUCCESS C:\svchost.exe  /c echo T1105
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_556,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\PathCompletionChar SUCCESS C:\svchost.exe  /c echo T1105
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_557,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\AutoRun NAME NOT FOUND C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_558,RegCloseKey HKLM\SOFTWARE\Microsoft\Command Processor SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_559,RegQueryKey HKCU SUCCESS C:\svchost.exe  /c echo T1105
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_560,RegOpenKey HKCU\Software\Microsoft\Command Processor NAME NOT FOUND C:\svchost.exe  /c echo T1105
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_561,CreateFile C:\Windows\System32 SUCCESS C:\svchost.exe  /c echo T1105
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_562,QueryBasicInformationFile C:\Windows\System32 SUCCESS C:\svchost.exe  /c echo T1105
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_563,CloseFile C:\Windows\System32 SUCCESS C:\svchost.exe  /c echo T1105
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_564,CreateFile C:\ SUCCESS C:\svchost.exe  /c echo T1105
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_565,QueryNameInformationFile C:\ SUCCESS C:\svchost.exe  /c echo T1105
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_566,QueryNameInformationFile C:\ SUCCESS C:\svchost.exe  /c echo T1105
